DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , CALCIOMG , EQUIVALENTEVERDURAS , COLESTEROLMG , EQUIVALENTEAOAMUYBAJOSENGRASA , SODIOMG , AGSATURADOSG , KILOCALORIAS , EQUIVALENTEAOAALTOENGRASA , FIBRAG , HIERROMG , EQUIVALENTEFRUTAS , EQUIVALENTELEGUMINOSAS , EQUIVALENTECEREALESSINGRASA , EQUIVALENTELECHEENTERA , EQUIVALENTECEREALESCONGRASA , EQUIVALENTELECHECONAZUCAR , ACIDOFOLICOG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA
1 , 11 , 112 , 134 , 132 , 143 , 147 , 193 , 260 , " (0,0) [0,1] " , " (3.16667,3.33333) [3,4] " , " (1.33333,1.33333) [1,2] " , " (3.16667,3.08333) [3,4] " , " (858.3,883.21) [45000,78000] " , " (2.47667,2.83333) [1,3] " , " (418.925,430.117) [50,455] " , " (2,2) [1,2] " , " (2939.73,3601.33) [1000,4000] " , " (4.33333,4.78333) [0,7] " , " (2211.25,2101.69) [2000,2350] " , " (1.6,1.6) [1,2] " , " (29.7183,20.8379) [15,30] " , " (10.26,11.56) [660,1080] " , " (2.5,2.28333) [2,4] " , " (1.75,1.03571) [1,2] " , " (9,8.5) [8,9] " , " (1.95,2) [1,2] " , " (2,2) [2,3] " , " (0,0) [0,1] " , " (112.67,128.962) [9000,48000] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] "
2 , 57 , 99 , 125 , 117 , 156 , 149 , 192 , 260 , " (0,0) [0,1] " , " (3.66667,3) [3,4] " , " (1.33333,1.33333) [1,2] " , " (3.5,3.3) [3,4] " , " (891.8,755.943) [45000,78000] " , " (2.66667,2.30833) [1,3] " , " (282.3,318.243) [50,455] " , " (2,1.71429) [1,2] " , " (1796.15,2065.25) [1000,4000] " , " (2.8,2.84) [0,7] " , " (2174.93,2123.92) [2000,2350] " , " (1.6,1.6) [1,2] " , " (27.1457,24.2615) [15,30] " , " (11.5833,12.0619) [660,1080] " , " (3.61905,3.11905) [2,4] " , " (1,1) [1,2] " , " (8.5,8.5) [8,9] " , " (1.4,1.4) [1,2] " , " (2.66667,2.66667) [2,3] " , " (0,0) [0,1] " , " (336.745,231.507) [9000,48000] " , " (1,1.5) [1,2] " , " (1,1) [1,2] "
3 , 20 , 84 , 118 , 133 , 181 , 180 , 227 , 246 , " (0,1) [0,1] " , " (3.46667,3.46667) [3,4] " , " (1,1) [1,2] " , " (3.66667,3.66667) [3,4] " , " (1167.68,1143.48) [45000,78000] " , " (1.73333,1.08333) [1,3] " , " (225.835,203.535) [50,455] " , " (1.5,1.5) [1,2] " , " (3409.4,3245.7) [1000,4000] " , " (5.7,5.7) [0,7] " , " (2240.38,2238) [2000,2350] " , " (1.66667,1) [1,2] " , " (25.2,23.16) [15,30] " , " (10.9667,9.775) [660,1080] " , " (2.66667,2.66667) [2,4] " , " (1.5,1.5) [1,2] " , " (8.9,8.9) [8,9] " , " (1.85,1.85) [1,2] " , " (3,3) [2,3] " , " (0,0) [0,1] " , " (100.612,31.1917) [9000,48000] " , " (1.5,1.75) [1,2] " , " (1.76667,1.76667) [1,2] "
4 , 20 , 113 , 130 , 124 , 152 , 163 , 206 , 260 , " (0,0) [0,1] " , " (3.16667,3.16667) [3,4] " , " (1.07143,1) [1,2] " , " (3.91667,3.41667) [3,4] " , " (882.743,935.577) [45000,78000] " , " (1.53333,2.96667) [1,3] " , " (184.252,183.385) [50,455] " , " (1.33333,1.33333) [1,2] " , " (2376.17,2309.31) [1000,4000] " , " (4.88571,4.6) [0,7] " , " (2165.59,2203.89) [2000,2350] " , " (1,1) [1,2] " , " (24.4817,28.3742) [15,30] " , " (12.386,13.3527) [660,1080] " , " (3,3.29167) [2,4] " , " (1.5,1.5) [1,2] " , " (8.19,8.69) [8,9] " , " (1.75,1.75) [1,2] " , " (3,3) [2,3] " , " (0,0) [0,1] " , " (131.428,182.764) [9000,48000] " , " (2,2) [1,2] " , " (1.76667,1.76667) [1,2] "
5 , 66 , 96 , 129 , 134 , 185 , 151 , 192 , 272 , " (0,0) [0,1] " , " (3.66667,3.66667) [3,4] " , " (1,1) [1,2] " , " (3.7,3.5) [3,4] " , " (720.3,703.9) [45000,78000] " , " (1.83333,2.00333) [1,3] " , " (254.875,232.075) [50,455] " , " (1,1) [1,2] " , " (2808.88,2331.88) [1000,4000] " , " (2.34,2.2) [0,7] " , " (2110.7,2161.26) [2000,2350] " , " (1.6,1.6) [1,2] " , " (21.9507,27.0673) [15,30] " , " (9.87,10.97) [660,1080] " , " (2.26,2.16) [2,4] " , " (1.16,1.66) [1,2] " , " (8.4,8.4) [8,9] " , " (1.15,1.15) [1,2] " , " (2,2) [2,3] " , " (0,0) [0,1] " , " (187.448,187.297) [9000,48000] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] "
6 , 20 , 84 , 132 , 127 , 160 , 175 , 227 , 246 , " (0,0) [0,1] " , " (3.46667,3.13333) [3,4] " , " (1,1) [1,2] " , " (3.66667,3.66667) [3,4] " , " (1015.23,1040.18) [45000,78000] " , " (2.91667,2.36667) [1,3] " , " (186.285,173.085) [50,455] " , " (2,1.5) [1,2] " , " (3181.24,3580.72) [1000,4000] " , " (3.4,3.4) [0,7] " , " (2272.95,2232.33) [2000,2350] " , " (1,1) [1,2] " , " (29.4379,27.135) [15,30] " , " (10.05,12.4) [660,1080] " , " (2.91667,3.66667) [2,4] " , " (1.78571,1.5) [1,2] " , " (8.9,8.9) [8,9] " , " (1.85,1.85) [1,2] " , " (3,3) [2,3] " , " (0,0) [0,1] " , " (88.0467,92.4817) [9000,48000] " , " (1.5,1.5) [1,2] " , " (1.76667,1.76667) [1,2] "
7 , 11 , 112 , 133 , 131 , 143 , 147 , 193 , 260 , " (0,0) [0,1] " , " (3.16667,3.33333) [3,4] " , " (1.33333,1.33333) [1,2] " , " (3.16667,3.08333) [3,4] " , " (858.3,910.51) [45000,78000] " , " (2.37667,2.56) [1,3] " , " (418.925,430.117) [50,455] " , " (2,2) [1,2] " , " (3172.13,3831.25) [1000,4000] " , " (4.33333,4.78333) [0,7] " , " (2208.35,2111.46) [2000,2350] " , " (1.6,1.6) [1,2] " , " (29.5483,22.3183) [15,30] " , " (10.26,11.66) [660,1080] " , " (2.5,2.28333) [2,4] " , " (1.75,1.25) [1,2] " , " (9,8.5) [8,9] " , " (1.95,2) [1,2] " , " (2,2) [2,3] " , " (0,0) [0,1] " , " (103.32,123.013) [9000,48000] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] "
8 , 57 , 99 , 117 , 118 , 149 , 156 , 192 , 260 , " (0,0) [0,1] " , " (3,3.66667) [3,4] " , " (1.33333,1.33333) [1,2] " , " (3.3,3.5) [3,4] " , " (755.943,890.9) [45000,78000] " , " (2.30833,2.56667) [1,3] " , " (318.243,282.3) [50,455] " , " (1.71429,2) [1,2] " , " (2065.25,2029.22) [1000,4000] " , " (2.84,2.8) [0,7] " , " (2123.92,2175.03) [2000,2350] " , " (1.6,1.6) [1,2] " , " (24.2615,27.5657) [15,30] " , " (12.0619,11.9833) [660,1080] " , " (3.11905,3.61905) [2,4] " , " (1,1) [1,2] " , " (8.5,8.5) [8,9] " , " (1.4,1.4) [1,2] " , " (2.66667,2.66667) [2,3] " , " (0,0) [0,1] " , " (231.507,335.025) [9000,48000] " , " (1.5,1) [1,2] " , " (1,1) [1,2] "
9 , 20 , 113 , 130 , 120 , 152 , 163 , 206 , 260 , " (0,0) [0,1] " , " (3.16667,3.16667) [3,4] " , " (1.07143,1) [1,2] " , " (3.91667,3.41667) [3,4] " , " (882.743,938.19) [45000,78000] " , " (1.53333,2.42667) [1,3] " , " (184.252,194.985) [50,455] " , " (1.33333,2) [1,2] " , " (2376.17,2305.35) [1000,4000] " , " (4.88571,4.6) [0,7] " , " (2165.59,2224.95) [2000,2350] " , " (1,1) [1,2] " , " (24.4817,27.1355) [15,30] " , " (12.386,13.5393) [660,1080] " , " (3,3.29167) [2,4] " , " (1.5,1.5) [1,2] " , " (8.19,8.82333) [8,9] " , " (1.75,1.75) [1,2] " , " (3,3) [2,3] " , " (0,0) [0,1] " , " (131.428,158.406) [9000,48000] " , " (2,2) [1,2] " , " (1.76667,1.76667) [1,2] "
10 , 20 , 84 , 125 , 129 , 180 , 181 , 227 , 246 , " (1,0) [0,1] " , " (3.46667,3.46667) [3,4] " , " (1,1) [1,2] " , " (3.66667,3.66667) [3,4] " , " (1143.48,1192.88) [45000,78000] " , " (1.08333,1.45) [1,3] " , " (203.535,225.835) [50,455] " , " (1.5,1.5) [1,2] " , " (3013.43,3408.8) [1000,4000] " , " (5.7,5.7) [0,7] " , " (2239.1,2251.22) [2000,2350] " , " (1,1.66667) [1,2] " , " (23.19,28.0833) [15,30] " , " (9.775,10.7667) [660,1080] " , " (2.66667,2.66667) [2,4] " , " (1.5,2) [1,2] " , " (8.9,8.4) [8,9] " , " (1.85,1.85) [1,2] " , " (3,3) [2,3] " , " (0,0) [0,1] " , " (38.1717,84.4333) [9000,48000] " , " (1.75,1.5) [1,2] " , " (1.76667,1.76667) [1,2] "
